total_pymnt_inv,int_rate,out_prncp,purpose,total_pymnt,zip_code,funded_amnt_inv,dti,revol_util,term,delinq_2yrs,total_rec_prncp,out_prncp_inv,emp_length,verification_status,funded_amnt,disbursement_method,home_ownership,loan_amnt,revol_bal,pub_rec,total_rec_int,recoveries,grade,addr_state,sub_grade,mths_since_last_record,total_bc_limit,inq_last_6mths,all_util,annual_inc,collection_recovery_fee,default_flag
3329.34,16.14,25954.35,major_purchase,3329.34,982xx,27500.0,27.92,45.3,60 months,0,1545.65,25954.35,10.0,Not Verified,27500,Cash,MORTGAGE,27500,39896,0,1783.69,0.0,C,WA,C4,76.0,59600,0.0,39.0,172200.0,0.0,0.0
3903.25,9.43,14449.82,credit_card,3903.25,853xx,17000.0,25.17,20.9,60 months,0,2550.18,14449.82,7.0,Not Verified,17000,Cash,OWN,17000,9152,0,1353.07,0.0,B,AZ,B1,76.0,34400,0.0,44.0,50000.0,0.0,0.0
5844.44,12.79,1352.53,debt_consolidation,5844.44,344xx,6000.0,15.51,33.9,36 months,0,4647.47,1352.53,1.0,Source Verified,6000,Cash,MORTGAGE,6000,10759,0,1196.97,0.0,C,FL,C1,76.0,11800,4.0,62.0,100000.0,0.0,0.0
4076.67,14.07,13838.13,debt_consolidation,4076.67,140xx,16000.0,18.53,75.5,60 months,0,2161.87,13838.13,9.0,Not Verified,16000,Cash,OWN,16000,16541,0,1914.8,0.0,C,NY,C3,76.0,15500,1.0,82.0,120000.0,0.0,0.0
9411.79,15.31,264.44,debt_consolidation,9411.79,112xx,7700.0,5.29,46.6,36 months,0,7435.56,264.44,10.0,Source Verified,7700,Cash,MORTGAGE,7700,4617,0,1976.23,0.0,C,NY,C5,76.0,7900,1.0,47.0,44500.0,0.0,0.0
17009.48,10.49,0.0,debt_consolidation,17009.4788099618,787xx,16000.0,14.86,30.3,36 months,0,16000.0,0.0,1.0,Source Verified,16000,Cash,RENT,16000,14577,0,1009.48,0.0,B,TX,B3,76.0,48100,0.0,57.0,90000.0,0.0,0.0
546.03,7.84,2058.64,credit_card,546.03,547xx,2500.0,1.91,15.4,36 months,0,441.36,2058.64,5.0,Not Verified,2500,Cash,OWN,2500,2639,0,104.67,0.0,A,WI,A4,76.0,11800,0.0,15.0,56000.0,0.0,0.0
9382.13,7.96,22369.59,debt_consolidation,9382.13,945xx,30000.0,18.69,73.4,36 months,0,7630.41,22369.59,1.0,Source Verified,30000,Cash,RENT,30000,23266,0,1751.72,0.0,A,CA,A5,76.0,31700,0.0,44.0,130000.0,0.0,0.0
16334.53,6.89,0.0,debt_consolidation,16334.5302886471,126xx,15000.0,26.86,16.1,36 months,0,15000.0,0.0,6.0,Not Verified,15000,Cash,OWN,15000,16891,1,1334.53,0.0,A,NY,A3,94.0,66000,0.0,58.0,50000.0,0.0,0.0
16061.47,6.97,0.0,credit_card,16061.4738420157,113xx,15000.0,12.96,86.6,36 months,0,15000.0,0.0,10.0,Not Verified,15000,Cash,MORTGAGE,15000,9009,1,1061.47,0.0,A,NY,A3,93.0,9900,0.0,79.0,88000.0,0.0,0.0
1431.89,16.91,29352.71,debt_consolidation,1431.89,012xx,30000.0,26.53,50.6,60 months,0,647.29,29352.71,10.0,Source Verified,30000,Cash,MORTGAGE,30000,46362,0,784.6,0.0,C,MA,C5,76.0,83100,0.0,47.0,125000.0,0.0,0.0
921.63,6.72,1721.76,other,921.63,065xx,2500.0,8.77,14.3,36 months,0,778.24,1721.76,10.0,Source Verified,2500,Cash,RENT,2500,4446,0,143.39,0.0,A,CT,A3,76.0,21200,1.0,15.0,72000.0,0.0,0.0
9214.28,9.49,1794.53,debt_consolidation,9214.28,043xx,9600.0,25.33,35.5,36 months,2,7805.47,1794.53,10.0,Source Verified,9600,Cash,OWN,9600,4296,1,1408.81,0.0,B,ME,B2,63.0,3700,0.0,77.0,65000.0,0.0,0.0
4970.82,11.98,11355.97,debt_consolidation,4970.82,211xx,15000.0,29.87,84.0,36 months,0,3644.03,11355.97,10.0,Source Verified,15000,Cash,MORTGAGE,15000,28908,0,1326.79,0.0,B,MD,B5,76.0,19400,0.0,87.0,117000.0,0.0,0.0
182.72,6.46,2848.09,credit_card,182.72,910xx,3000.0,14.79,9.9,36 months,0,151.91,2848.09,10.0,Not Verified,3000,Cash,RENT,3000,5861,0,30.81,0.0,A,CA,A1,76.0,45900,0.0,30.0,90000.0,0.0,0.0
4005.16,7.84,37231.57,credit_card,4005.16,282xx,40000.0,18.19,64.3,60 months,0,2768.43,37231.57,1.0,Source Verified,40000,DirectPay,MORTGAGE,40000,48364,0,1236.73,0.0,A,NC,A4,76.0,21000,0.0,80.0,120000.0,0.0,0.0
16005.65,11.05,0.0,small_business,16005.652222222,924xx,16000.0,15.02,8.9,60 months,0,16000.0,0.0,10.0,Source Verified,16000,Cash,RENT,16000,2920,1,5.65,0.0,B,CA,B4,87.0,9600,0.0,49.0,110000.0,0.0,0.0
12483.25,18.25,0.0,debt_consolidation,12483.251455716,194xx,10400.0,16.97,58.5,36 months,0,10400.0,0.0,7.0,Verified,10400,Cash,RENT,10400,6497,0,2083.25,0.0,D,PA,D3,76.0,7100,0.0,74.0,42000.0,0.0,0.0
12517.17,15.31,0.0,home_improvement,12517.165914235,333xx,10000.0,19.55,31.3,36 months,1,10000.0,0.0,10.0,Source Verified,10000,Cash,MORTGAGE,10000,4817,1,2517.17,0.0,C,FL,C5,32.0,9600,2.0,62.0,38000.0,0.0,0.0
16640.28,6.89,0.0,debt_consolidation,16640.27814257,337xx,15000.0,14.45,41.2,36 months,0,15000.0,0.0,3.0,Source Verified,15000,Cash,MORTGAGE,15000,9481,0,1640.28,0.0,A,FL,A3,76.0,18500,0.0,58.0,65000.0,0.0,0.0
17220.48,10.75,0.0,debt_consolidation,17220.4787790518,796xx,15000.0,34.68,59.4,60 months,0,15000.0,0.0,10.0,Source Verified,15000,Cash,MORTGAGE,15000,17999,0,2220.48,0.0,B,TX,B4,76.0,16000,0.0,74.0,70000.0,0.0,0.0
1562.88,19.92,19399.72,debt_consolidation,1564.84,088xx,19975.0,18.06,70.3,60 months,0,600.28,19375.47,10.0,Source Verified,20000,Cash,MORTGAGE,20000,19134,0,964.56,0.0,D,NJ,D3,76.0,25200,0.0,77.0,65000.0,0.0,0.0
16934.77,25.29,13165.97,debt_consolidation,16934.77,207xx,19700.0,27.6,97.7,60 months,0,6534.03,13165.97,3.0,Source Verified,19700,Cash,RENT,19700,25881,0,10371.66,0.0,E,MD,E5,76.0,1700,0.0,91.0,56000.0,0.0,0.0
3370.58,10.47,32482.99,debt_consolidation,3370.58,209xx,35000.0,10.14,57.0,36 months,0,2517.01,32482.99,10.0,Verified,35000,DirectPay,MORTGAGE,35000,22739,0,853.57,0.0,B,MD,B2,76.0,28600,0.0,54.0,121000.0,0.0,0.0
5630.61,7.96,10391.02,home_improvement,5630.61,833xx,15000.0,17.98,71.7,36 months,1,4608.98,10391.02,2.0,Source Verified,15000,Cash,MORTGAGE,15000,21498,0,1021.63,0.0,A,ID,A5,76.0,26000,0.0,53.0,299520.0,0.0,0.0
1428.11,6.11,8282.06,credit_card,1428.11,705xx,9500.0,29.94,34.7,36 months,0,1217.94,8282.06,10.0,Source Verified,9500,DirectPay,RENT,9500,7461,1,210.17,0.0,A,LA,A1,81.0,15000,0.0,53.0,32228.0,0.0,0.0
3115.08,10.9,12508.74,debt_consolidation,3115.08,146xx,14400.0,18.58,42.9,60 months,0,1891.26,12508.74,10.0,Source Verified,14400,Cash,MORTGAGE,14400,36297,0,1223.82,0.0,B,NY,B4,76.0,57500,0.0,51.0,135000.0,0.0,0.0
1911.77,11.99,0.0,debt_consolidation,1911.765593159,472xx,1600.0,20.27,13.9,36 months,0,1600.0,0.0,5.0,Source Verified,1600,Cash,RENT,1600,3573,0,311.77,0.0,C,IN,C1,76.0,19500,1.0,45.0,45000.0,0.0,0.0
1166.69,10.72,11140.12,credit_card,1166.69,130xx,12000.0,36.85,33.3,36 months,0,859.88,11140.12,3.0,Not Verified,12000,Cash,MORTGAGE,12000,7762,1,306.81,0.0,B,NY,B2,111.0,20300,1.0,63.0,65000.0,0.0,0.0
16512.69,6.49,0.0,credit_card,16512.6908838898,741xx,15000.0,12.31,55.5,36 months,0,15000.0,0.0,2.0,Not Verified,15000,Cash,OWN,15000,15211,0,1512.69,0.0,A,OK,A2,76.0,20800,0.0,78.0,90000.0,0.0,0.0
3103.63,11.99,4891.61,debt_consolidation,3103.63,681xx,7200.0,33.77,37.0,36 months,0,2308.39,4891.61,1.0,Verified,7200,Cash,RENT,7200,12762,0,795.24,0.0,B,NE,B5,76.0,31900,3.0,37.0,50000.0,0.0,0.0
11810.17,14.99,0.0,debt_consolidation,11810.1652610066,245xx,10000.0,21.84,89.4,36 months,2,10000.0,0.0,10.0,Verified,10000,Cash,MORTGAGE,10000,11840,0,1810.17,0.0,C,VA,C4,76.0,6600,1.0,84.0,69500.0,0.0,0.0
3504.32,14.46,202.5,other,3504.32,900xx,3000.0,20.75,49.0,36 months,0,2797.5,202.5,5.0,Source Verified,3000,Cash,RENT,3000,10242,0,706.82,0.0,C,CA,C4,76.0,16600,0.0,49.0,19200.0,0.0,0.0
893.99,10.47,13459.63,credit_card,893.99,403xx,14000.0,17.33,73.5,60 months,0,540.37,13459.63,10.0,Not Verified,14000,Cash,MORTGAGE,14000,35069,0,353.62,0.0,B,KY,B2,76.0,33800,0.0,58.0,135000.0,0.0,0.0
1515.32,16.14,6227.05,debt_consolidation,1515.32,370xx,7200.0,28.18,98.9,36 months,0,972.95,6227.05,1.0,Source Verified,7200,Cash,MORTGAGE,7200,21056,0,542.37,0.0,C,TN,C4,76.0,17700,1.0,100.0,50000.0,0.0,0.0
1687.67,15.49,4915.54,credit_card,1687.67,021xx,6025.0,20.08,84.6,36 months,3,1109.46,4915.54,1.0,Source Verified,6025,DirectPay,MORTGAGE,6025,3977,0,578.21,0.0,C,MA,C4,76.0,4200,0.0,73.0,57000.0,0.0,0.0
20157.4,18.45,0.0,credit_card,20157.398730857,290xx,19000.0,32.43,84.4,36 months,0,19000.0,0.0,2.0,Not Verified,19000,Cash,MORTGAGE,19000,15113,0,1157.4,0.0,D,SC,D2,76.0,15500,0.0,69.0,87000.0,0.0,0.0
6330.88,5.31,24533.94,debt_consolidation,6330.88,894xx,30000.0,6.99,16.1,36 months,0,5466.06,24533.94,10.0,Source Verified,30000,Cash,RENT,30000,5547,0,864.82,0.0,A,NV,A1,76.0,34500,0.0,31.0,80000.0,0.0,0.0
471.53,7.84,2646.05,debt_consolidation,471.53,319xx,3025.0,17.29,15.0,36 months,2,378.95,2646.05,10.0,Not Verified,3025,Cash,OWN,3025,3788,0,92.58,0.0,A,GA,A4,76.0,20500,2.0,42.0,55000.0,0.0,0.0
6480.53,10.41,15052.83,debt_consolidation,6480.53,982xx,20000.0,14.68,70.3,36 months,0,4947.17,15052.83,6.0,Source Verified,20000,Cash,MORTGAGE,20000,37327,0,1533.36,0.0,B,WA,B3,76.0,44700,0.0,72.0,147000.0,0.0,0.0
6709.14,9.17,0.0,credit_card,6709.14,900xx,6400.0,28.17,43.2,36 months,1,6400.0,0.0,4.0,Not Verified,6400,Cash,RENT,6400,8084,0,309.14,0.0,B,CA,B2,76.0,13500,0.0,42.0,68000.0,0.0,0.0
5310.76,12.13,16159.26,debt_consolidation,5310.76,604xx,20000.0,19.19,56.1,36 months,0,3840.74,16159.26,10.0,Source Verified,20000,Cash,OWN,20000,38380,0,1470.02,0.0,B,IL,B5,76.0,50700,0.0,59.0,176000.0,0.0,0.0
3275.37,11.98,6582.73,home_improvement,3275.37,191xx,9000.0,12.26,81.4,36 months,0,2417.27,6582.73,2.0,Source Verified,9000,Cash,MORTGAGE,9000,5536,0,858.1,0.0,B,PA,B5,76.0,6800,0.0,68.0,65000.0,0.0,0.0
235.28,11.31,2229.47,other,235.28,762xx,2400.0,19.58,38.0,36 months,1,170.53,2229.47,9.0,Not Verified,2400,Cash,MORTGAGE,2400,16056,0,64.75,0.0,B,TX,B3,76.0,10100,1.0,53.0,96000.0,0.0,0.0
6957.56,9.8,0.0,major_purchase,6957.5570108641,974xx,6000.0,22.77,78.9,36 months,0,6000.0,0.0,5.0,Source Verified,6000,Cash,MORTGAGE,6000,23977,0,957.56,0.0,B,OR,B3,76.0,29900,0.0,70.0,55020.0,0.0,0.0
1449.39,25.34,9560.09,debt_consolidation,1449.39,537xx,10000.0,17.49,49.4,60 months,0,439.91,9560.09,6.0,Not Verified,10000,Cash,RENT,10000,3114,0,1009.48,0.0,E,WI,E3,76.0,800,0.0,52.0,21408.0,0.0,0.0
18416.57,15.31,13463.5,debt_consolidation,18416.57,900xx,24000.0,7.92,51.1,60 months,0,10536.5,13463.5,7.0,Source Verified,24000,Cash,RENT,24000,3935,3,7880.07,0.0,C,CA,C5,62.0,5000,0.0,58.0,85000.0,0.0,0.0
21216.65,15.04,0.0,debt_consolidation,21216.6536155588,802xx,20000.0,19.21,57.0,60 months,0,20000.0,0.0,10.0,Verified,20000,Cash,MORTGAGE,20000,18606,0,1216.65,0.0,C,CO,C4,76.0,17100,0.0,57.0,115000.0,0.0,0.0
1759.28,8.46,6598.64,credit_card,1759.28,067xx,8000.0,5.79,25.2,36 months,0,1401.36,6598.64,1.0,Not Verified,8000,Cash,RENT,8000,7848,0,357.92,0.0,A,CT,A5,76.0,26600,1.0,25.0,40000.0,0.0,0.0
2315.88,10.08,16257.03,debt_consolidation,2315.88,921xx,18000.0,20.45,73.7,36 months,0,1742.97,16257.03,4.0,Not Verified,18000,Cash,MORTGAGE,18000,15100,0,572.91,0.0,B,CA,B1,76.0,20500,0.0,67.0,77000.0,0.0,0.0
4571.41,14.07,19596.62,debt_consolidation,4571.41,934xx,22000.0,16.56,45.4,60 months,0,2403.38,19596.62,3.0,Source Verified,22000,Cash,RENT,22000,11672,0,2168.03,0.0,C,CA,C3,76.0,17200,0.0,54.0,51000.0,0.0,0.0
587.76,19.42,1649.65,debt_consolidation,587.76,900xx,2000.0,37.54,62.3,36 months,0,350.35,1649.65,3.0,Not Verified,2000,Cash,RENT,2000,9476,0,237.41,0.0,D,CA,D3,76.0,11100,0.0,71.0,29000.0,0.0,0.0
24061.23,10.49,0.0,debt_consolidation,24061.2273354044,330xx,21600.0,13.01,56.5,36 months,0,21600.0,0.0,10.0,Source Verified,21600,Cash,OWN,21600,15648,0,2461.23,0.0,B,FL,B3,76.0,8800,0.0,62.0,100000.0,0.0,0.0
13759.33,13.99,7471.17,debt_consolidation,13759.33,490xx,16000.0,19.36,75.0,60 months,0,8528.83,7471.17,10.0,Source Verified,16000,Cash,MORTGAGE,16000,14585,0,5230.5,0.0,C,MI,C4,76.0,4500,1.0,75.0,70000.0,0.0,0.0
5440.73,14.47,36359.1,credit_card,5440.73,596xx,40000.0,22.02,99.4,36 months,0,3640.9,36359.1,6.0,Verified,40000,Cash,MORTGAGE,40000,26837,0,1799.83,0.0,C,MT,C2,76.0,25500,1.0,70.0,60000.0,0.0,0.0
1866.23,20.89,9293.07,debt_consolidation,1866.23,331xx,10000.0,26.52,74.7,60 months,0,706.93,9293.07,10.0,Source Verified,10000,Cash,RENT,10000,6650,0,1159.3,0.0,D,FL,D4,76.0,4000,0.0,75.0,60000.0,0.0,0.0
2044.45,6.11,7868.18,home_improvement,2044.45,986xx,9600.0,9.0,3.4,36 months,0,1731.82,7868.18,1.0,Not Verified,9600,Cash,MORTGAGE,9600,5482,0,312.63,0.0,A,WA,A1,76.0,125500,0.0,3.0,165000.0,0.0,0.0
33327.04,6.99,10796.94,debt_consolidation,33327.04,303xx,40000.0,12.09,45.5,36 months,0,29203.06,10796.94,6.0,Verified,40000,Cash,MORTGAGE,40000,20517,0,4123.98,0.0,A,GA,A2,76.0,40400,0.0,67.0,255000.0,0.0,0.0
8147.71,7.99,3021.35,debt_consolidation,8147.71,305xx,10000.0,23.67,33.0,36 months,0,6978.65,3021.35,7.0,Not Verified,10000,Cash,RENT,10000,9560,0,1169.06,0.0,A,GA,A5,76.0,19600,0.0,33.0,43000.0,0.0,0.0
44657.52,12.99,0.0,debt_consolidation,44657.5204701191,549xx,35000.0,21.53,92.7,60 months,0,35000.0,0.0,10.0,Verified,35000,Cash,MORTGAGE,35000,44755,1,9657.52,0.0,C,WI,C2,106.0,48300,0.0,74.0,102000.0,0.0,0.0
975.99,11.31,14433.41,debt_consolidation,975.99,146xx,15000.0,19.02,52.9,60 months,0,566.59,14433.41,8.0,Not Verified,15000,DirectPay,RENT,15000,26556,0,409.4,0.0,B,NY,B3,76.0,50200,0.0,80.0,80000.0,0.0,0.0
15718.38,6.49,0.0,debt_consolidation,15718.3849078856,980xx,15000.0,20.9,45.0,36 months,0,15000.0,0.0,1.0,Not Verified,15000,Cash,RENT,15000,12288,0,718.38,0.0,A,WA,A2,76.0,16700,1.0,52.0,65000.0,0.0,0.0
693.32,14.47,14654.3,debt_consolidation,693.32,301xx,15000.0,27.04,27.4,60 months,0,345.7,14654.3,8.0,Source Verified,15000,Cash,MORTGAGE,15000,12232,0,347.62,0.0,C,GA,C2,76.0,13800,0.0,27.0,75000.0,0.0,0.0
3881.35,19.92,12734.71,debt_consolidation,3881.35,610xx,15000.0,23.5,54.0,36 months,0,2265.29,12734.71,1.0,Verified,15000,Cash,MORTGAGE,15000,6482,0,1616.06,0.0,D,IL,D3,76.0,6800,2.0,54.0,50000.0,0.0,0.0
6864.45,30.17,15912.01,debt_consolidation,6864.45,923xx,17700.0,20.86,79.2,60 months,0,1787.99,15912.01,3.0,Verified,17700,Cash,RENT,17700,13775,0,5076.46,0.0,F,CA,F3,76.0,11500,0.0,99.0,50000.0,0.0,0.0
4838.75,13.58,9408.71,debt_consolidation,4838.75,786xx,13000.0,28.13,64.9,36 months,0,3591.29,9408.71,2.0,Source Verified,13000,Cash,RENT,13000,9930,0,1247.46,0.0,C,TX,C2,76.0,15300,1.0,65.0,31493.0,0.0,0.0
13349.46,6.99,4326.69,home_improvement,13349.46,976xx,16000.0,14.74,31.0,36 months,0,11673.31,4326.69,8.0,Not Verified,16000,Cash,MORTGAGE,16000,12562,0,1651.45,0.0,A,OR,A2,76.0,39700,0.0,33.0,78000.0,0.0,0.0
20703.83,6.07,0.0,credit_card,20703.8285027223,225xx,20000.0,34.04,38.4,36 months,0,20000.0,0.0,5.0,Not Verified,20000,DirectPay,MORTGAGE,20000,56969,0,703.83,0.0,A,VA,A2,76.0,88000,1.0,49.0,114400.0,0.0,0.0
12699.3,20.0,0.0,credit_card,12699.3001001719,914xx,12000.0,29.21,46.0,36 months,0,12000.0,0.0,10.0,Verified,12000,Cash,MORTGAGE,12000,81567,0,699.3,0.0,D,CA,D4,76.0,20000,1.0,48.0,68000.0,0.0,0.0
30742.17,10.49,0.0,debt_consolidation,30742.1717565553,104xx,27000.0,11.3,76.8,36 months,0,27000.0,0.0,10.0,Source Verified,27000,Cash,RENT,27000,52226,0,3742.17,0.0,B,NY,B3,76.0,63000,0.0,77.0,129411.0,0.0,0.0
21143.7,11.99,0.0,debt_consolidation,21143.7000000169,661xx,20000.0,19.87,72.3,36 months,0,20000.0,0.0,6.0,Not Verified,20000,Cash,MORTGAGE,20000,16410,0,1143.7,0.0,C,KS,C1,76.0,4000,0.0,79.0,84000.0,0.0,0.0
871.73,16.14,4440.71,debt_consolidation,871.73,945xx,5000.0,16.33,27.3,36 months,0,559.29,4440.71,1.0,Source Verified,5000,Cash,RENT,5000,1775,0,312.44,0.0,C,CA,C4,76.0,4500,1.0,78.0,33000.0,0.0,0.0
17199.3,9.17,0.0,debt_consolidation,17199.299175839,891xx,15000.0,4.67,98.0,36 months,0,15000.0,0.0,9.0,Source Verified,15000,Cash,RENT,15000,7059,4,2199.3,0.0,B,NV,B2,25.0,7200,0.0,58.0,55000.0,0.0,0.0
5564.58,17.09,912.92,debt_consolidation,5564.58,301xx,6000.0,17.14,81.0,36 months,0,5087.08,912.92,10.0,Not Verified,6000,Cash,MORTGAGE,6000,38056,0,477.5,0.0,D,GA,D1,76.0,30300,3.0,83.0,180000.0,0.0,0.0
308.91,8.81,4565.18,debt_consolidation,308.91,921xx,4800.0,14.83,66.4,36 months,0,234.82,4565.18,10.0,Not Verified,4800,Cash,RENT,4800,15675,0,74.09,0.0,A,CA,A5,76.0,7600,0.0,63.0,68000.0,0.0,0.0
700.67,10.33,10473.83,credit_card,700.67,224xx,11000.0,28.2,23.0,36 months,0,526.17,10473.83,6.0,Not Verified,11000,Cash,RENT,11000,7430,1,174.5,0.0,B,VA,B1,91.0,23600,0.0,58.0,40000.0,0.0,0.0
21204.2,7.89,0.0,credit_card,21204.1974417054,103xx,20000.0,20.38,87.5,36 months,0,20000.0,0.0,6.0,Verified,20000,Cash,MORTGAGE,20000,23191,0,1204.2,0.0,A,NY,A5,76.0,23500,0.0,79.0,79368.0,0.0,0.0
10531.73,23.99,2758.58,debt_consolidation,10531.73,853xx,9600.0,26.16,62.3,36 months,1,6841.42,2758.58,6.0,Verified,9600,Cash,OWN,9600,5235,0,3690.31,0.0,E,AZ,E2,76.0,2500,0.0,58.0,12158.8,0.0,0.0
28879.87,18.99,0.0,debt_consolidation,28879.8665623795,109xx,25000.0,33.01,38.6,36 months,1,25000.0,0.0,6.0,Verified,25000,Cash,RENT,25000,30054,0,3879.87,0.0,D,NY,D3,76.0,60800,0.0,40.0,65000.0,0.0,0.0
30903.52,7.59,0.0,debt_consolidation,30903.5205895604,917xx,28000.0,16.0,61.2,36 months,0,28000.0,0.0,10.0,Not Verified,28000,Cash,MORTGAGE,28000,307506,0,2903.52,0.0,A,CA,A3,76.0,94400,0.0,61.0,130000.0,0.0,0.0
5562.67,14.47,37166.72,debt_consolidation,5562.67,700xx,40000.0,34.62,68.6,60 months,0,2833.28,37166.72,7.0,Not Verified,40000,Cash,MORTGAGE,40000,19560,0,2729.39,0.0,C,LA,C2,76.0,28500,1.0,51.0,85000.0,0.0,0.0
11483.12,16.99,1734.63,debt_consolidation,11483.12,941xx,10400.0,27.98,71.0,36 months,0,8665.37,1734.63,10.0,Verified,10400,Cash,RENT,10400,17756,1,2817.75,0.0,D,CA,D1,57.0,9300,1.0,71.0,29760.0,0.0,0.0
19886.46,12.99,12397.7,debt_consolidation,19886.46,077xx,25000.0,29.86,14.1,60 months,0,12602.3,12397.7,10.0,Not Verified,25000,Cash,MORTGAGE,25000,59517,0,7284.16,0.0,C,NJ,C2,76.0,95000,0.0,27.0,125000.0,0.0,0.0
3683.84,10.64,0.0,debt_consolidation,3683.837251229,257xx,3200.0,23.78,39.5,36 months,0,3200.0,0.0,1.0,Not Verified,3200,Cash,OWN,3200,5734,1,483.84,0.0,B,WV,B4,60.0,4500,1.0,36.0,37500.0,0.0,0.0
24052.7,12.59,0.0,debt_consolidation,24052.695761246,114xx,20000.0,30.87,56.9,36 months,0,20000.0,0.0,6.0,Verified,20000,Cash,RENT,20000,17310,0,4052.7,0.0,C,NY,C2,76.0,24100,1.0,58.0,52000.0,0.0,0.0
2841.11,13.59,4973.85,debt_consolidation,2841.11,800xx,7000.0,20.78,88.1,36 months,0,2026.15,4973.85,2.0,Source Verified,7000,Cash,MORTGAGE,7000,3964,0,814.96,0.0,C,CO,C2,76.0,4500,0.0,58.0,70000.0,0.0,0.0
2371.35,15.49,5886.08,debt_consolidation,2371.35,330xx,7500.0,20.26,77.8,36 months,0,1613.92,5886.08,10.0,Not Verified,7500,DirectPay,RENT,7500,7156,0,757.43,0.0,C,FL,C4,76.0,3500,0.0,83.0,47148.0,0.0,0.0
3319.44,5.31,8119.0,car,3319.44,314xx,11000.0,11.27,23.7,36 months,0,2881.0,8119.0,4.0,Not Verified,11000,Cash,MORTGAGE,11000,14758,0,438.44,0.0,A,GA,A1,76.0,62300,0.0,30.0,85000.0,0.0,0.0
1694.19,7.02,25644.09,credit_card,1694.19,936xx,27000.0,6.89,66.9,36 months,0,1355.91,25644.09,1.0,Source Verified,27000,DirectPay,RENT,27000,26012,0,338.28,0.0,A,CA,A2,76.0,23200,0.0,67.0,140000.0,0.0,0.0
3949.65,6.99,0.0,other,3949.6527596982,359xx,3600.0,19.66,45.4,36 months,0,3600.0,0.0,6.0,Not Verified,3600,Cash,MORTGAGE,3600,33233,0,349.65,0.0,A,AL,A2,76.0,32900,0.0,47.0,77472.0,0.0,0.0
20879.83,18.25,0.0,debt_consolidation,20879.832995132,331xx,16000.0,9.93,30.5,36 months,0,16000.0,0.0,8.0,Verified,16000,Cash,RENT,16000,7257,1,4879.83,0.0,D,FL,D3,34.0,18300,0.0,71.0,130000.0,0.0,0.0
13006.13,13.49,0.0,home_improvement,13006.1282564787,104xx,12000.0,14.33,25.4,60 months,0,12000.0,0.0,2.0,Source Verified,12000,Cash,OWN,12000,8603,0,1006.13,0.0,C,NY,C2,76.0,51100,2.0,54.0,75000.0,0.0,0.0
16322.49,24.11,0.0,debt_consolidation,16322.494569842,875xx,12250.0,42.13,97.1,36 months,0,12250.0,0.0,10.0,Verified,12250,DirectPay,MORTGAGE,12250,45049,0,4072.49,0.0,F,NM,F2,76.0,39600,0.0,90.0,57000.0,0.0,0.0
7428.09,17.27,658.66,vacation,7428.09,373xx,6300.0,33.55,70.9,36 months,0,5641.34,658.66,7.0,Verified,6300,Cash,RENT,6300,2764,0,1786.75,0.0,D,TN,D2,76.0,1300,0.0,79.0,28938.0,0.0,0.0
8031.7,6.07,17123.45,debt_consolidation,8031.7,105xx,24000.0,23.01,41.3,36 months,0,6876.55,17123.45,10.0,Not Verified,24000,Cash,MORTGAGE,24000,172085,0,1155.15,0.0,A,NY,A2,76.0,147200,0.0,40.0,126500.0,0.0,0.0
204.77,10.33,3046.92,debt_consolidation,204.77,948xx,3200.0,29.82,61.1,36 months,0,153.08,3046.92,1.0,Verified,3200,Cash,RENT,3200,3973,0,51.69,0.0,B,CA,B1,76.0,6500,0.0,54.0,40000.0,0.0,0.0
3025.33,17.97,18704.02,debt_consolidation,3025.33,370xx,20000.0,26.2,37.0,60 months,0,1295.98,18704.02,10.0,Verified,20000,Cash,MORTGAGE,20000,11348,0,1729.35,0.0,D,TN,D1,76.0,14800,0.0,37.0,65000.0,0.0,0.0
11199.23,5.32,1783.01,home_improvement,11199.23,297xx,12000.0,28.3,54.4,36 months,0,10216.99,1783.01,7.0,Not Verified,12000,Cash,MORTGAGE,12000,29849,1,982.24,0.0,A,SC,A1,84.0,42800,0.0,52.0,60000.0,0.0,0.0
12861.75,24.85,18006.52,debt_consolidation,12861.75,140xx,25000.0,17.98,59.3,36 months,0,6993.48,18006.52,10.0,Source Verified,25000,Cash,OWN,25000,39257,0,5868.27,0.0,E,NY,E3,76.0,41800,0.0,59.0,69000.0,0.0,0.0
1520.21,6.11,8717.99,debt_consolidation,1520.21,761xx,10000.0,5.67,17.3,36 months,1,1282.01,8717.99,10.0,Not Verified,10000,Cash,RENT,10000,10870,0,238.2,0.0,A,TX,A1,76.0,51600,1.0,17.0,65000.0,0.0,0.0
7814.42,22.35,0.0,debt_consolidation,7814.4184576164,325xx,6000.0,36.94,24.5,36 months,1,6000.0,0.0,10.0,Verified,6000,Cash,MORTGAGE,6000,4736,1,1814.42,0.0,E,FL,E2,109.0,6400,0.0,90.0,38000.0,0.0,0.0
2656.87,12.73,18134.08,debt_consolidation,2656.87,785xx,20000.0,25.36,61.9,36 months,0,1865.92,18134.08,3.0,Source Verified,20000,Cash,OWN,20000,13303,0,790.95,0.0,B,TX,B5,76.0,4500,0.0,67.0,45000.0,0.0,0.0
5325.42,9.49,0.0,credit_card,5325.4154560446,137xx,5000.0,29.62,9.4,36 months,1,5000.0,0.0,8.0,Verified,5000,Cash,RENT,5000,89987,0,325.42,0.0,B,NY,B2,76.0,39000,1.0,18.0,62000.0,0.0,0.0
